Customer_ID,Age,Gender,Region,Plan,Contract_Type,Payment_Method,Tenure_Months,Monthly_Charge,Support_Calls,Satisfaction_Score,Usage_Hours,Lifetime_Value,Churn,Churn_Reason
CUST_0492,19,Male,North,Standard,One Year,Bank Transfer,38,53.63,1,4.3,97,2037.94,No,Not Churned
CUST_0493,45,Male,North,Premium,Two Year,Bank Transfer,54,107.26,4,4.5,7,5792.04,No,Not Churned
CUST_0494,49,Female,East,Basic,Monthly,UPI,14,24.27,2,8.3,12,339.78,No,Not Churned
CUST_0495,44,Male,West,Basic,Monthly,Debit Card,36,20.21,3,8.8,63,727.56,No,Not Churned
CUST_0496,37,Female,South,Standard,Two Year,UPI,18,63.3,2,5.9,6,1139.4,No,Not Churned
CUST_0497,41,Male,West,Standard,One Year,Bank Transfer,47,64.65,3,5.3,99,3038.55,Yes,High Price
CUST_0498,29,Male,Central,Standard,One Year,UPI,41,41.78,0,7.4,66,1712.98,No,Not Churned
CUST_0499,52,Female,South,Premium,Monthly,Debit Card,18,100.55,5,4.8,53,1809.9,Yes,Competitor Offer
CUST_0500,50,Female,East,Premium,Monthly,Credit Card,3,88.91,3,6.7,24,266.73,Yes,Poor Service
CUST_0501,50,Male,East,Premium,Monthly,Debit Card,10,109.69,2,6.5,33,1096.9,No,Not Churned
CUST_0502,60,Female,South,Standard,Monthly,Debit Card,49,66.23,4,6.7,21,3245.27,No,Not Churned
CUST_0503,54,Male,North,Standard,Monthly,Bank Transfer,39,65.53,1,9.8,78,2555.67,No,Not Churned
CUST_0504,29,Male,South,Standard,Monthly,Debit Card,47,63.32,2,6.0,26,2976.04,Yes,High Price
CUST_0505,20,Female,Central,Basic,Two Year,Debit Card,1,25.38,1,7.1,10,25.38,No,Not Churned
CUST_0506,18,Male,North,Standard,Monthly,Bank Transfer,27,64.36,2,5.0,66,1737.72,Yes,Customer Support
CUST_0507,50,Male,East,Basic,One Year,Bank Transfer,57,30.67,0,8.4,35,1748.19,No,Not Churned
CUST_0508,57,Female,South,Premium,Two Year,Credit Card,27,72.64,1,6.7,66,1961.28,Yes,Competitor Offer
CUST_0509,27,Female,West,Standard,One Year,UPI,11,53.71,2,8.8,16,590.81,No,Not Churned
CUST_0510,60,Male,West,Standard,Monthly,Debit Card,49,68.26,2,3.3,16,3344.74,No,Not Churned
CUST_0511,61,Female,Central,Standard,One Year,Bank Transfer,5,66.64,2,6.9,67,333.2,No,Not Churned
CUST_0512,46,Female,West,Basic,One Year,Credit Card,7,22.05,3,7.2,20,154.35,No,Not Churned
CUST_0513,30,Female,South,Basic,One Year,UPI,19,34.88,1,8.4,29,662.72,No,Not Churned
CUST_0514,29,Female,South,Standard,One Year,Bank Transfer,57,64.17,2,6.0,26,3657.69,No,Not Churned
CUST_0515,48,Male,West,Basic,Two Year,UPI,56,25.43,1,8.2,95,1424.08,Yes,Poor Service
CUST_0516,63,Male,South,Standard,One Year,UPI,29,54.15,3,6.2,92,1570.35,No,Not Churned
CUST_0517,19,Male,Central,Premium,Monthly,Debit Card,15,105.55,1,7.1,80,1583.25,Yes,Competitor Offer
CUST_0518,52,Female,North,Premium,One Year,Debit Card,35,91.95,1,8.4,22,3218.25,No,Not Churned
CUST_0519,40,Female,Central,Standard,Monthly,Bank Transfer,47,43.38,2,5.6,49,2038.86,No,Not Churned
CUST_0520,34,Female,Central,Basic,Two Year,UPI,37,34.12,1,8.1,84,1262.44,Yes,Poor Service
CUST_0521,43,Female,South,Premium,Monthly,Bank Transfer,55,115.58,4,7.5,72,6356.9,No,Not Churned
CUST_0522,25,Female,North,Premium,Monthly,Bank Transfer,12,102.62,1,6.5,16,1231.44,No,Not Churned
CUST_0523,46,Female,South,Basic,Two Year,UPI,30,35.48,1,6.0,53,1064.4,Yes,Poor Service
CUST_0524,43,Female,East,Standard,One Year,Bank Transfer,20,50.75,1,3.8,37,1015.0,No,Not Churned
CUST_0525,27,Male,South,Basic,Monthly,UPI,37,23.66,1,6.9,90,875.42,Yes,Lack of Features
CUST_0526,43,Male,South,Premium,Monthly,UPI,3,102.14,2,6.5,67,306.42,No,Not Churned
CUST_0527,51,Female,South,Premium,Two Year,UPI,9,86.39,3,8.0,22,777.51,No,Not Churned
CUST_0528,58,Female,North,Basic,Monthly,UPI,58,37.2,3,7.8,58,2157.6,No,Not Churned
CUST_0529,24,Female,South,Premium,Two Year,Credit Card,41,76.13,4,8.6,31,3121.33,Yes,Competitor Offer
CUST_0530,21,Male,North,Standard,Monthly,UPI,39,53.0,3,8.7,87,2067.0,No,Not Churned
CUST_0531,62,Male,West,Premium,One Year,Debit Card,26,89.84,0,10.0,82,2335.84,No,Not Churned
CUST_0532,28,Female,East,Standard,Two Year,Debit Card,2,68.14,1,7.8,29,136.28,No,Not Churned
CUST_0533,46,Female,North,Premium,Monthly,Debit Card,23,77.66,1,5.7,38,1786.18,Yes,Competitor Offer
CUST_0534,53,Male,West,Basic,Monthly,UPI,23,20.2,1,8.2,92,464.6,No,Not Churned
CUST_0535,42,Male,North,Basic,Monthly,Debit Card,59,24.76,3,9.4,64,1460.84,No,Not Churned
CUST_0536,38,Male,North,Basic,One Year,Credit Card,21,36.41,3,7.7,58,764.61,No,Not Churned
CUST_0537,53,Male,East,Premium,One Year,Bank Transfer,16,80.47,3,3.8,91,1287.52,No,Not Churned
CUST_0538,27,Female,Central,Premium,One Year,UPI,9,82.04,2,7.8,9,738.36,No,Not Churned
CUST_0539,54,Male,Central,Premium,Monthly,Debit Card,13,76.49,2,6.1,40,994.37,No,Not Churned
CUST_0540,26,Male,North,Premium,Monthly,Credit Card,28,105.77,3,5.0,58,2961.56,No,Not Churned
CUST_0541,41,Female,South,Basic,Monthly,Bank Transfer,27,21.38,1,7.3,92,577.26,No,Not Churned
CUST_0542,52,Male,West,Standard,Monthly,Credit Card,51,49.94,3,4.7,40,2546.94,No,Not Churned
CUST_0543,52,Male,South,Basic,One Year,Debit Card,52,25.65,2,8.5,73,1333.8,Yes,High Price
CUST_0544,53,Male,South,Basic,Two Year,Credit Card,17,31.1,5,8.1,43,528.7,Yes,Customer Support
CUST_0545,35,Female,North,Basic,One Year,Bank Transfer,38,34.61,2,6.9,74,1315.18,No,Not Churned
CUST_0546,56,Male,North,Standard,Monthly,Debit Card,36,55.99,2,6.2,8,2015.64,Yes,High Price
CUST_0547,49,Female,North,Basic,Two Year,Bank Transfer,1,38.62,1,6.7,78,38.62,Yes,Lack of Features
CUST_0548,41,Female,North,Basic,One Year,Credit Card,18,39.03,2,5.5,69,702.54,No,Not Churned
CUST_0549,40,Male,Central,Basic,Two Year,UPI,51,27.23,4,6.9,89,1388.73,No,Not Churned
CUST_0550,49,Male,North,Basic,One Year,UPI,9,35.55,1,2.7,44,319.95,Yes,Poor Service
CUST_0551,54,Male,Central,Premium,Monthly,UPI,13,106.94,1,7.1,41,1390.22,Yes,Lack of Features
CUST_0552,29,Male,Central,Standard,Monthly,UPI,40,66.79,1,7.2,71,2671.6,No,Not Churned
CUST_0553,30,Female,North,Premium,One Year,Bank Transfer,55,92.4,3,8.3,35,5082.0,Yes,Lack of Features
CUST_0554,40,Male,East,Standard,Monthly,UPI,45,55.91,0,7.4,95,2515.95,No,Not Churned
CUST_0555,42,Male,West,Basic,Monthly,Bank Transfer,15,28.32,3,8.5,85,424.8,Yes,High Price
CUST_0556,52,Male,South,Standard,One Year,Debit Card,43,65.51,0,7.8,91,2816.93,No,Not Churned
CUST_0557,58,Female,Central,Basic,One Year,UPI,44,24.59,1,8.6,81,1081.96,No,Not Churned
CUST_0558,47,Male,West,Basic,One Year,Bank Transfer,46,24.79,0,10.0,51,1140.34,No,Not Churned
CUST_0559,34,Male,East,Basic,Monthly,UPI,4,27.45,0,7.6,31,109.8,Yes,Poor Service
CUST_0560,37,Female,South,Basic,Monthly,UPI,33,24.61,0,7.3,55,812.13,No,Not Churned
CUST_0561,42,Female,South,Basic,One Year,UPI,24,31.22,1,8.8,24,749.28,No,Not Churned
CUST_0562,39,Male,Central,Standard,Two Year,Bank Transfer,36,44.03,2,6.3,17,1585.08,No,Not Churned
CUST_0563,30,Male,North,Standard,One Year,Credit Card,51,49.61,1,6.8,67,2530.11,No,Not Churned
CUST_0564,36,Male,East,Basic,Two Year,UPI,41,38.27,3,7.6,48,1569.07,No,Not Churned
CUST_0565,53,Male,Central,Basic,One Year,UPI,10,28.18,2,7.1,28,281.8,No,Not Churned
CUST_0566,29,Male,East,Premium,One Year,Debit Card,36,107.41,4,7.1,7,3866.76,Yes,Customer Support
CUST_0567,58,Female,North,Basic,Monthly,Credit Card,20,22.27,0,8.3,14,445.4,Yes,Lack of Features
CUST_0568,36,Female,North,Basic,One Year,Bank Transfer,41,24.95,3,4.5,69,1022.95,No,Not Churned
CUST_0569,29,Male,Central,Premium,One Year,Debit Card,45,110.37,4,10.0,53,4966.65,No,Not Churned
CUST_0570,26,Male,North,Basic,One Year,UPI,44,35.26,1,7.7,62,1551.44,No,Not Churned
CUST_0571,24,Female,West,Basic,Monthly,Debit Card,11,27.72,4,6.4,81,304.92,Yes,Customer Support
CUST_0572,45,Male,South,Standard,One Year,Debit Card,12,68.63,2,9.4,82,823.56,No,Not Churned
CUST_0573,31,Male,Central,Basic,Monthly,UPI,18,38.21,0,7.2,6,687.78,No,Not Churned
CUST_0574,48,Male,East,Standard,One Year,Credit Card,30,68.87,1,7.2,70,2066.1,Yes,Poor Service
CUST_0575,36,Male,West,Premium,Monthly,Credit Card,44,91.4,1,6.7,35,4021.6,No,Not Churned
CUST_0576,64,Male,Central,Basic,Two Year,Debit Card,48,23.95,2,9.2,72,1149.6,No,Not Churned
CUST_0577,33,Female,North,Standard,Monthly,UPI,37,58.8,2,7.0,87,2175.6,No,Not Churned
CUST_0578,22,Male,North,Standard,Monthly,Bank Transfer,20,60.54,3,6.2,41,1210.8,No,Not Churned
CUST_0579,52,Male,North,Basic,Monthly,Debit Card,25,22.51,2,8.5,77,562.75,Yes,Poor Service
CUST_0580,29,Male,North,Standard,One Year,Bank Transfer,12,63.59,3,8.8,28,763.08,No,Not Churned
CUST_0581,42,Female,East,Basic,Monthly,Debit Card,21,20.36,1,9.4,81,427.56,Yes,High Price
CUST_0582,38,Female,West,Standard,Monthly,Debit Card,25,54.48,1,8.0,48,1362.0,Yes,Competitor Offer
CUST_0583,53,Female,South,Basic,One Year,UPI,11,26.62,3,8.7,98,292.82,Yes,High Price
CUST_0584,40,Female,East,Standard,Monthly,UPI,9,62.21,1,6.6,87,559.89,No,Not Churned
CUST_0585,33,Male,East,Basic,Two Year,Bank Transfer,50,26.26,3,8.5,45,1313.0,Yes,Customer Support
CUST_0586,56,Female,South,Premium,Two Year,Bank Transfer,25,111.34,1,8.1,78,2783.5,No,Not Churned
CUST_0587,62,Male,South,Basic,One Year,Credit Card,35,31.9,2,7.8,55,1116.5,No,Not Churned
CUST_0588,59,Male,North,Standard,Monthly,UPI,52,63.82,1,4.7,46,3318.64,No,Not Churned
CUST_0589,56,Female,East,Standard,One Year,Debit Card,32,69.68,2,6.4,82,2229.76,Yes,High Price
CUST_0590,31,Female,Central,Standard,Monthly,Debit Card,49,60.37,4,6.9,44,2958.13,Yes,Poor Service
CUST_0591,48,Female,South,Standard,Monthly,Credit Card,14,69.55,2,7.8,52,973.7,No,Not Churned
CUST_0592,22,Female,South,Standard,Monthly,UPI,1,40.87,2,10.0,88,40.87,No,Not Churned
CUST_0593,52,Female,West,Standard,Two Year,Debit Card,17,50.14,3,8.3,8,852.38,Yes,Lack of Features
CUST_0594,40,Male,Central,Premium,Monthly,Credit Card,25,75.39,3,5.8,64,1884.75,No,Not Churned
CUST_0595,46,Female,Central,Basic,One Year,Credit Card,59,25.25,1,6.3,43,1489.75,No,Not Churned
CUST_0596,60,Female,South,Standard,One Year,Debit Card,8,65.17,2,9.1,9,521.36,No,Not Churned
CUST_0597,28,Female,North,Premium,Monthly,Debit Card,5,71.62,1,6.2,100,358.1,No,Not Churned
CUST_0598,35,Male,West,Premium,Monthly,Bank Transfer,5,96.01,3,8.5,10,480.05,No,Not Churned
CUST_0599,64,Female,Central,Premium,Two Year,UPI,41,98.36,3,7.2,18,4032.76,No,Not Churned
CUST_0600,29,Male,South,Standard,One Year,Bank Transfer,35,56.83,1,6.8,74,1989.05,No,Not Churned
CUST_0601,26,Female,Central,Basic,One Year,Credit Card,19,29.51,3,6.2,82,560.69,No,Not Churned
CUST_0602,27,Female,West,Standard,Monthly,Debit Card,23,63.72,1,2.4,16,1465.56,No,Not Churned
CUST_0603,61,Male,West,Standard,Monthly,Bank Transfer,9,44.01,2,7.8,66,396.09,Yes,Competitor Offer
CUST_0604,34,Female,East,Standard,Monthly,Credit Card,54,49.32,3,5.4,31,2663.28,No,Not Churned
CUST_0605,55,Male,South,Standard,Monthly,UPI,30,58.47,3,4.9,58,1754.1,Yes,Poor Service
CUST_0606,24,Male,West,Premium,Monthly,Debit Card,50,104.55,3,7.4,94,5227.5,Yes,Lack of Features
CUST_0607,63,Male,East,Standard,Two Year,Bank Transfer,16,52.12,0,8.5,16,833.92,No,Not Churned
CUST_0608,30,Female,East,Premium,Monthly,UPI,33,113.77,0,4.5,12,3754.41,No,Not Churned
CUST_0609,57,Female,Central,Standard,Monthly,Bank Transfer,2,52.46,5,8.5,78,104.92,No,Not Churned
CUST_0610,59,Female,Central,Basic,One Year,Credit Card,14,28.06,0,5.6,20,392.84,No,Not Churned
CUST_0611,26,Male,East,Standard,One Year,UPI,46,41.09,1,8.0,56,1890.14,No,Not Churned
CUST_0612,44,Female,Central,Standard,Monthly,Bank Transfer,1,56.53,0,7.9,30,56.53,Yes,Customer Support
CUST_0613,19,Male,West,Basic,One Year,UPI,26,34.17,3,6.7,12,888.42,No,Not Churned
CUST_0614,22,Female,North,Basic,Monthly,Credit Card,58,22.29,1,7.0,49,1292.82,No,Not Churned
CUST_0615,46,Male,West,Premium,Monthly,UPI,25,85.27,3,6.4,97,2131.75,No,Not Churned
CUST_0616,54,Male,East,Basic,Monthly,Bank Transfer,16,35.63,1,7.4,88,570.08,No,Not Churned
CUST_0617,55,Male,East,Standard,Two Year,Credit Card,15,50.98,7,7.4,85,764.7,Yes,Customer Support
CUST_0618,36,Female,West,Standard,Monthly,Debit Card,26,47.25,3,5.6,23,1228.5,No,Not Churned
CUST_0619,25,Male,Central,Standard,Monthly,Bank Transfer,47,60.17,2,5.0,21,2827.99,No,Not Churned
CUST_0620,62,Male,Central,Standard,Monthly,Bank Transfer,44,45.9,1,8.5,69,2019.6,Yes,Customer Support
CUST_0621,18,Male,East,Basic,Two Year,Credit Card,16,37.91,2,7.3,33,606.56,No,Not Churned
CUST_0622,39,Male,South,Standard,Monthly,Credit Card,14,43.17,2,8.3,18,604.38,No,Not Churned
CUST_0623,34,Male,Central,Standard,Monthly,Debit Card,29,61.2,4,6.0,21,1774.8,Yes,High Price
CUST_0624,24,Male,West,Standard,Monthly,Bank Transfer,24,54.99,1,5.8,17,1319.76,No,Not Churned
CUST_0625,42,Female,Central,Basic,Monthly,Credit Card,47,37.4,5,5.5,97,1757.8,No,Not Churned
CUST_0626,62,Female,West,Standard,One Year,Debit Card,55,43.79,1,6.7,95,2408.45,No,Not Churned
CUST_0627,21,Male,East,Basic,One Year,Debit Card,15,33.56,2,7.3,67,503.4,Yes,Customer Support
CUST_0628,53,Female,Central,Basic,Monthly,Credit Card,19,31.44,1,6.2,37,597.36,Yes,Customer Support
CUST_0629,23,Female,West,Basic,Monthly,Bank Transfer,8,29.6,2,9.3,33,236.8,Yes,High Price
CUST_0630,48,Male,East,Basic,Monthly,UPI,34,29.83,2,6.0,41,1014.22,No,Not Churned
CUST_0631,36,Male,South,Premium,Monthly,UPI,2,106.1,0,7.4,87,212.2,No,Not Churned
CUST_0632,61,Male,West,Basic,Monthly,Debit Card,27,38.75,4,5.7,50,1046.25,Yes,Lack of Features
CUST_0633,56,Female,South,Premium,One Year,UPI,10,74.56,2,6.0,28,745.6,No,Not Churned
CUST_0634,44,Male,South,Premium,Two Year,UPI,35,70.98,3,6.9,18,2484.3,Yes,Poor Service
CUST_0635,27,Female,North,Standard,Two Year,Credit Card,23,64.17,0,5.8,9,1475.91,No,Not Churned
CUST_0636,43,Male,Central,Basic,Two Year,Debit Card,49,22.16,2,7.1,57,1085.84,No,Not Churned
CUST_0637,36,Female,West,Standard,One Year,Bank Transfer,8,69.6,1,7.7,92,556.8,No,Not Churned
CUST_0638,56,Male,South,Standard,One Year,Debit Card,28,58.58,3,8.6,99,1640.24,No,Not Churned
CUST_0639,20,Male,North,Standard,Monthly,Credit Card,23,59.53,1,5.4,34,1369.19,No,Not Churned
CUST_0640,62,Female,East,Basic,One Year,UPI,4,23.98,7,7.3,64,95.92,No,Not Churned
CUST_0641,30,Female,West,Standard,Monthly,Bank Transfer,14,47.21,2,6.9,77,660.94,No,Not Churned
CUST_0642,45,Female,South,Premium,Monthly,Debit Card,53,102.97,0,4.2,95,5457.41,Yes,Competitor Offer
CUST_0643,37,Female,Central,Standard,One Year,UPI,42,67.29,3,5.3,32,2826.18,No,Not Churned
CUST_0644,45,Female,North,Basic,Monthly,Debit Card,29,39.65,5,7.7,30,1149.85,No,Not Churned
CUST_0645,25,Female,South,Standard,Monthly,Bank Transfer,1,45.94,1,5.0,22,45.94,Yes,Customer Support
CUST_0646,58,Male,Central,Basic,Two Year,Debit Card,4,22.68,1,6.9,40,90.72,Yes,Customer Support
CUST_0647,56,Female,South,Basic,Monthly,Debit Card,32,21.13,1,3.8,12,676.16,Yes,Customer Support
CUST_0648,18,Male,West,Premium,Monthly,Debit Card,33,113.41,2,6.8,22,3742.53,No,Not Churned
CUST_0649,20,Male,West,Basic,Two Year,UPI,49,25.89,1,3.9,88,1268.61,Yes,High Price
CUST_0650,30,Female,West,Basic,One Year,Bank Transfer,26,20.04,4,6.1,62,521.04,Yes,High Price
CUST_0651,45,Male,North,Basic,One Year,Bank Transfer,17,24.48,2,6.3,36,416.16,No,Not Churned
CUST_0652,42,Female,West,Premium,Monthly,UPI,39,87.02,3,7.2,97,3393.78,Yes,High Price
CUST_0653,50,Female,Central,Standard,Monthly,UPI,23,69.73,2,6.6,53,1603.79,No,Not Churned
CUST_0654,55,Male,South,Standard,Two Year,UPI,32,55.71,0,5.1,52,1782.72,No,Not Churned
CUST_0655,23,Male,East,Standard,One Year,Credit Card,52,46.14,1,5.2,86,2399.28,No,Not Churned
CUST_0656,61,Female,Central,Basic,One Year,Debit Card,15,26.7,5,4.6,75,400.5,Yes,Competitor Offer
CUST_0657,62,Female,Central,Standard,Monthly,Debit Card,13,49.91,4,7.3,69,648.83,Yes,Poor Service
CUST_0658,49,Male,West,Standard,Monthly,Bank Transfer,60,40.59,1,7.2,96,2435.4,No,Not Churned
CUST_0659,62,Male,North,Basic,Two Year,Debit Card,2,22.7,3,8.0,37,45.4,No,Not Churned
CUST_0660,64,Male,South,Standard,Monthly,Credit Card,60,60.86,2,6.2,54,3651.6,No,Not Churned
CUST_0661,38,Male,North,Premium,One Year,UPI,19,76.01,3,4.4,8,1444.19,Yes,Customer Support
CUST_0662,33,Female,South,Basic,Monthly,Bank Transfer,24,24.61,1,6.5,88,590.64,No,Not Churned
CUST_0663,38,Female,South,Basic,One Year,Bank Transfer,45,27.01,1,7.0,40,1215.45,Yes,Lack of Features
CUST_0664,28,Female,North,Basic,Two Year,Debit Card,24,35.15,1,5.3,99,843.6,No,Not Churned
CUST_0665,54,Female,Central,Basic,One Year,Bank Transfer,11,31.65,1,5.4,32,348.15,No,Not Churned
CUST_0666,53,Male,South,Premium,Monthly,UPI,59,104.45,2,7.7,7,6162.55,No,Not Churned
CUST_0667,52,Male,North,Standard,One Year,Bank Transfer,22,57.01,2,7.2,10,1254.22,No,Not Churned
CUST_0668,36,Female,South,Standard,One Year,UPI,15,60.51,0,8.7,49,907.65,No,Not Churned
CUST_0669,37,Female,East,Standard,Monthly,Credit Card,10,40.09,1,9.6,27,400.9,No,Not Churned
CUST_0670,35,Female,Central,Basic,Two Year,Credit Card,41,38.62,0,4.7,11,1583.42,No,Not Churned
CUST_0671,64,Female,West,Standard,One Year,UPI,27,43.33,2,6.4,65,1169.91,No,Not Churned
CUST_0672,58,Female,South,Standard,Two Year,Debit Card,60,52.19,0,7.2,69,3131.4,No,Not Churned
CUST_0673,31,Female,East,Standard,One Year,Bank Transfer,9,63.13,3,7.5,10,568.17,No,Not Churned
CUST_0674,32,Female,West,Premium,Monthly,Debit Card,52,91.76,2,8.5,28,4771.52,No,Not Churned
CUST_0675,48,Female,West,Standard,Monthly,Bank Transfer,28,68.41,2,8.1,41,1915.48,No,Not Churned
CUST_0676,18,Female,South,Standard,Monthly,Credit Card,1,54.03,4,8.7,49,54.03,No,Not Churned
CUST_0677,20,Male,North,Premium,Two Year,Credit Card,17,113.75,2,7.1,55,1933.75,No,Not Churned
CUST_0678,33,Female,South,Basic,One Year,Credit Card,31,36.22,1,6.1,92,1122.82,No,Not Churned
CUST_0679,40,Male,East,Basic,One Year,Bank Transfer,44,39.62,0,9.9,49,1743.28,Yes,Customer Support
CUST_0680,28,Male,West,Basic,Monthly,Credit Card,10,38.53,1,7.2,67,385.3,Yes,Customer Support
CUST_0681,29,Female,South,Basic,Monthly,Credit Card,37,37.96,1,6.6,33,1404.52,No,Not Churned
CUST_0682,27,Female,North,Standard,One Year,Credit Card,29,61.95,2,5.4,100,1796.55,No,Not Churned
CUST_0683,49,Male,South,Standard,Monthly,Credit Card,18,51.01,1,7.2,29,918.18,No,Not Churned
CUST_0684,33,Male,Central,Premium,Monthly,Debit Card,47,75.31,4,8.5,14,3539.57,No,Not Churned
CUST_0685,25,Female,North,Standard,One Year,Credit Card,38,60.66,1,6.2,39,2305.08,No,Not Churned
CUST_0686,55,Male,East,Standard,Monthly,Credit Card,39,69.36,2,6.8,59,2705.04,No,Not Churned
CUST_0687,29,Female,West,Basic,Monthly,Debit Card,49,34.53,0,7.4,29,1691.97,No,Not Churned
CUST_0688,41,Female,South,Basic,Monthly,Debit Card,6,38.57,1,7.7,95,231.42,No,Not Churned
CUST_0689,45,Female,North,Standard,Monthly,Bank Transfer,40,64.13,2,6.6,49,2565.2,Yes,Customer Support
CUST_0690,25,Male,Central,Standard,Two Year,UPI,12,44.89,2,6.4,100,538.68,No,Not Churned
CUST_0691,45,Male,North,Premium,Monthly,Credit Card,53,82.46,5,6.2,16,4370.38,No,Not Churned
CUST_0692,53,Female,Central,Basic,Monthly,Credit Card,14,26.84,3,5.3,8,375.76,No,Not Churned
CUST_0693,43,Male,East,Basic,Monthly,Credit Card,44,23.37,0,5.8,94,1028.28,No,Not Churned
CUST_0694,25,Male,West,Standard,One Year,Bank Transfer,55,57.45,1,5.8,71,3159.75,No,Not Churned
CUST_0695,45,Male,East,Basic,Monthly,Credit Card,10,39.51,0,4.7,21,395.1,No,Not Churned
CUST_0696,45,Male,South,Basic,One Year,UPI,54,35.23,2,8.5,77,1902.42,No,Not Churned
CUST_0697,54,Male,North,Standard,Monthly,Debit Card,20,52.7,2,7.5,97,1054.0,No,Not Churned
CUST_0698,58,Male,Central,Basic,Monthly,Bank Transfer,15,20.09,5,7.2,69,301.35,No,Not Churned
CUST_0699,53,Male,Central,Standard,Monthly,Debit Card,31,49.4,2,9.0,86,1531.4,Yes,Customer Support
CUST_0700,44,Female,North,Basic,Two Year,Credit Card,7,30.54,2,8.1,57,213.78,No,Not Churned
CUST_0701,34,Male,North,Basic,Two Year,Credit Card,58,26.49,3,5.8,88,1536.42,Yes,Poor Service
CUST_0702,26,Male,South,Standard,Monthly,Credit Card,41,43.33,5,8.8,61,1776.53,Yes,Lack of Features
CUST_0703,50,Male,East,Premium,One Year,UPI,10,92.14,5,8.5,32,921.4,Yes,High Price
CUST_0704,37,Male,Central,Standard,Two Year,UPI,10,47.6,2,5.3,20,476.0,Yes,Lack of Features
CUST_0705,30,Male,South,Standard,Monthly,Bank Transfer,48,67.28,1,8.4,25,3229.44,No,Not Churned
CUST_0706,45,Male,East,Basic,Two Year,Debit Card,39,22.04,0,6.3,81,859.56,No,Not Churned
CUST_0707,46,Male,South,Standard,Monthly,Credit Card,28,41.47,1,8.5,46,1161.16,Yes,Customer Support
CUST_0708,30,Male,Central,Basic,Two Year,Credit Card,30,20.11,1,6.5,58,603.3,No,Not Churned
CUST_0709,63,Female,North,Standard,One Year,Credit Card,37,49.84,1,6.2,36,1844.08,No,Not Churned
CUST_0710,52,Male,North,Standard,Two Year,Credit Card,55,59.81,2,6.4,42,3289.55,No,Not Churned
CUST_0711,23,Male,East,Premium,One Year,UPI,3,106.52,2,5.5,74,319.56,No,Not Churned
CUST_0712,35,Male,West,Standard,Monthly,Debit Card,50,53.6,1,4.8,42,2680.0,Yes,Lack of Features
CUST_0713,22,Male,East,Basic,Two Year,Debit Card,43,33.69,1,3.3,58,1448.67,Yes,Customer Support
CUST_0714,64,Female,West,Basic,Monthly,Bank Transfer,15,27.2,1,5.4,64,408.0,Yes,Lack of Features
CUST_0715,42,Female,South,Premium,Monthly,UPI,21,103.39,2,10.0,81,2171.19,Yes,Competitor Offer
CUST_0716,19,Female,South,Standard,One Year,Credit Card,52,41.22,2,7.7,81,2143.44,No,Not Churned
CUST_0717,27,Female,Central,Standard,One Year,Debit Card,37,51.72,1,9.8,51,1913.64,No,Not Churned
CUST_0718,47,Female,West,Basic,Two Year,Debit Card,56,35.82,3,6.5,16,2005.92,Yes,Lack of Features
CUST_0719,62,Female,Central,Basic,Monthly,UPI,12,36.06,2,6.3,57,432.72,Yes,High Price
CUST_0720,22,Female,North,Basic,One Year,Bank Transfer,4,34.32,1,9.6,37,137.28,Yes,High Price
CUST_0721,50,Female,West,Premium,One Year,Bank Transfer,47,80.21,1,7.6,32,3769.87,No,Not Churned
CUST_0722,18,Female,East,Standard,Monthly,Credit Card,9,47.42,1,5.6,7,426.78,Yes,Lack of Features
CUST_0723,35,Female,North,Premium,Monthly,Bank Transfer,39,119.8,3,7.9,86,4672.2,No,Not Churned
CUST_0724,49,Female,North,Basic,Monthly,Debit Card,42,22.07,1,8.9,30,926.94,Yes,Lack of Features
CUST_0725,64,Female,East,Standard,Monthly,Bank Transfer,28,45.42,5,4.9,58,1271.76,Yes,Poor Service
CUST_0726,28,Female,North,Standard,Two Year,Credit Card,23,43.9,1,7.7,44,1009.7,Yes,Lack of Features
CUST_0727,38,Female,West,Basic,One Year,Debit Card,45,26.55,3,5.0,70,1194.75,No,Not Churned
CUST_0728,43,Female,Central,Premium,One Year,Bank Transfer,40,80.51,5,8.8,72,3220.4,Yes,High Price
CUST_0729,42,Female,North,Premium,Two Year,Bank Transfer,44,94.88,1,7.3,96,4174.72,No,Not Churned
CUST_0730,39,Male,West,Premium,Monthly,UPI,22,93.8,0,7.9,96,2063.6,No,Not Churned
CUST_0731,44,Female,South,Standard,Two Year,Credit Card,24,67.05,3,6.7,93,1609.2,No,Not Churned
CUST_0732,30,Male,West,Basic,Monthly,Bank Transfer,51,20.69,2,4.3,94,1055.19,Yes,Competitor Offer
CUST_0733,50,Female,Central,Basic,Two Year,UPI,58,26.4,0,6.3,51,1531.2,No,Not Churned
CUST_0734,51,Female,West,Premium,Monthly,Debit Card,26,99.83,0,8.4,6,2595.58,Yes,High Price
CUST_0735,58,Male,East,Basic,Two Year,UPI,30,32.1,2,10.0,46,963.0,No,Not Churned
CUST_0736,52,Female,Central,Standard,Monthly,UPI,33,54.4,1,7.4,38,1795.2,No,Not Churned
CUST_0737,18,Male,South,Standard,Monthly,Bank Transfer,16,64.47,2,6.0,98,1031.52,No,Not Churned
CUST_0738,38,Male,East,Standard,One Year,Bank Transfer,22,41.88,2,7.8,25,921.36,No,Not Churned
